ID,Vehicle_Territory_Avg,Vehicle_Territory_std,Vehicle_Make_Year_Avg,Vehicle_Make_Year_std,Vehicle_Performance_Avg,Vehicle_Performance_Std,Vehicle_New_Cost_Amount_Avg,Vehicle_New_Cost_Amount_Std,Vehicle_Number_Of_Drivers_Assigned_Avg,Vehicle_Number_Of_Drivers_Assigned_Std,Vehicle_Usage_Avg,Vehicle_Usage_Std,Vehicle_Miles_To_Work_Avg,Vehicle_Miles_To_Work_Std,Vehicle_Annual_Miles_Avg,Vehicle_Annual_Miles_Std,Vehicle_Anti_Theft_Device_0,Vehicle_Anti_Theft_Device_1,Vehicle_Anti_Theft_Device_2,Vehicle_Anti_Theft_Device_3,Vehicle_Age_In_Years_Avg,Vehicle_Age_In_Years_Std,Vehicle_Physical_Damage_Limit_Avg,Vehicle_Physical_Damage_Limit_Std,Vehicle_Collision_Coverage_Deductible_Avg,Vehicle_Collision_Coverage_Deductible_Std,Driver_Male_Female_Ratio,Driver_Single_Married_Ratio,Driver_Minimum_Age_Avg,Driver_Minimum_Age_Std,Driver_Maximum_Age_Avg,Driver_Maximum_Age_Std,Vehicle_Driver_Points_Avg,Vehicle_Driver_Points_Std,Driver_Total_Senior_Teenager_Ratio,Driver_Total_Upper_Senior_Middle_Adult_Ratio,Vehicle_Days_Per_Week_Driven_Avg,Vehicle_Days_Per_Week_Driven_std,Vehicle_Physical_Damage_Med_pay_Ratio,Vehicle_Symbol_Avg,Vehicle_Symbol_std,Annual_Premium_Avg,Annual_Premium_std,ln_LR
Portfolio_0.csv,31.077,4.330712527979663,1996.905,7.02239097458978,0.056,0.3329624603465081,313.019,2463.7410754052466,28.071,43.793720543018495,1.262,0.615918825820416,3.062,7.168692767862213,29525.445,934.1437399966877,0.0,0.584,0.078,0.028,7.04,2.5962280331280607,47689.962,30916.29868655943,281.144,268.4417204236331,0.9013605442176871,0.3324022346368715,46.333,15.895663276504067,47.268,15.607567907909292,0.108,0.37193547827546647,2.1818181818181817,0.33574007220216606,4.994,0.18964176755134932,16.912683458786606,11.175,3.9830107958678695,332.07815000000005,205.79391817805868,-2.4047741317932436
Portfolio_1.csv,30.951,4.375911219391911,1996.615,7.828970238798969,0.063,0.3362008328365651,416.546,3011.6010117351207,28.67,44.076559529981466,1.321,0.6196442527773497,3.212,6.956080505572085,29555.0,0.0,0.0,0.579,0.074,0.021,7.027,2.511228981992682,48059.951,35360.16275311242,304.582,279.07467329730946,0.9635416666666666,0.3412256267409471,46.676,16.25955177733999,47.799,15.772780319271552,0.12,0.38935844667863573,2.433333333333333,0.37401574803149606,4.994,0.18964176755134932,16.811444036653604,11.15,3.8410285080951954,340.42891,201.57616485118447,-1.4185803525130969
Portfolio_10.csv,30.894,4.625663628064626,1997.295,6.548433018669428,0.085,0.38958311051687033,334.026,3466.327698779214,27.209,43.329150914828695,1.314,0.6159577907616722,3.592,7.719037245667363,29555.0,0.0,0.0,0.557,0.09,0.028,6.987,2.5688189893412106,50639.971,38219.67212245755,298.926,264.53472460907665,0.8531353135313532,0.35958395245170877,46.139,16.027466393663097,47.357,15.65316424880286,0.101,0.350426882530436,1.2195121951219512,0.36764705882352944,5.0,0.0,18.106461693584432,11.389,3.9758871965889577,357.10642,227.22073088603426,1.1488954253431507
Portfolio_100.csv,30.972,4.434773500416904,1996.919,7.112133224286509,0.073,0.3656104484283785,318.038,3336.766886756701,28.368,43.93796281121827,1.307,0.6346266619044617,3.185,7.2011648363303005,29555.0,0.0,0.0,0.572,0.06,0.029,7.012,2.577955779294905,46874.959,38598.746337016164,308.484,275.9356587032564,0.8870151770657673,0.3554913294797688,45.979,15.45291425589361,47.053,15.118074976662868,0.122,0.383557036175847,1.6451612903225807,0.3282442748091603,4.995,0.1580348062927911,16.911451741619487,11.185,3.970236139072839,336.29881,211.79688986735357,-1.9001381545257388
Portfolio_101.csv,30.916,4.424584048246795,1996.823,7.342184347998897,0.085,0.4286898645874427,430.926,3752.155883025651,29.049,44.27211988373721,1.276,0.6307329070216647,3.387,7.763326026903676,29555.0,0.0,0.0,0.578,0.083,0.027,6.943,2.671282650712949,47964.959,38514.77259661959,302.613,289.2330534897421,0.9387040280210157,0.3015427769985975,46.682,15.730126382200494,47.483,15.440780776890785,0.136,0.40927252534222225,1.542857142857143,0.36015325670498083,5.0,0.0,17.05869597689703,11.257,3.958907803927745,330.12553,198.52151840573632,-0.0010198594020010628
Portfolio_102.csv,30.945,4.193801974342613,1996.67,7.432839295989118,0.069,0.4174194533080604,271.015,2573.8204783502288,28.468,43.98480392135448,1.303,0.6141587742595558,3.009,6.931011398057286,29555.0,0.0,0.0,0.595,0.077,0.025,7.132,2.548445800875506,46544.968,31632.90934945719,296.31,287.6382691854476,0.9200680272108843,0.34560906515580736,46.727,16.298051141164088,47.696,15.896716138875979,0.133,0.40163540680572474,1.9,0.39759036144578314,5.0,0.0,15.74175455494889,11.171,3.9889546249612815,337.41677000000004,201.01844343359915,0.06229659282165844
Portfolio_103.csv,31.096,4.123200698486553,1996.593,7.471636433874442,0.069,0.3744849796720824,381.521,3605.808190622319,28.566,44.03264293680314,1.305,0.6308525976803139,3.389,7.58087587287907,29555.0,0.0,0.0,0.607,0.068,0.023,7.037,2.658501645664339,46629.953,36341.40177902871,302.004,291.2627335997518,0.8926174496644296,0.30800542740841247,46.529,15.54050060326243,47.635,15.304828486461389,0.117,0.37324388809463444,2.0303030303030303,0.31186440677966104,5.0,0.0,15.701531532229252,11.213,3.959246266652278,327.21607,192.6411507680929,-0.5238624411512782
Portfolio_104.csv,31.003,4.22433320182014,1997.159,7.421032205832286,0.086,0.4057141851106515,422.022,3767.102123850109,30.326,44.85097238633741,1.312,0.6298063194347926,3.688,7.868332478994517,29555.0,0.0,0.0,0.542,0.082,0.02,6.846,2.6766180153320347,47174.967,29906.479040199814,311.939,274.81706875483553,0.8583196046128501,0.3640287769784173,45.38,15.452171368451749,46.547,15.299208835753568,0.11,0.35763109484495337,1.9,0.28431372549019607,5.0,0.0,17.64342968316978,11.415,4.1654261486671444,346.95395999999994,210.9714370949736,-0.27109745028616844
Portfolio_105.csv,31.094,4.346856795432764,1996.452,8.07252723748889,0.072,0.3779100422058138,206.015,1950.015078089141,30.815,45.063386191008775,1.272,0.630885092548556,2.909,7.055686997025874,29525.445,934.1437399966878,0.0,0.596,0.083,0.027,7.064,2.5643525498651702,47169.966,30445.760092217177,301.573,269.40973009711433,0.9028960817717206,0.3536231884057971,45.622,16.101897900558182,46.486,15.779347388279403,0.136,0.4043562785465313,1.6216216216216217,0.36363636363636365,4.995,0.1580348062927911,16.920255213734507,11.1,4.024176934479894,337.71093,202.15998709743502,-0.6250268023112504
Portfolio_106.csv,30.838,4.448343062309831,1996.895,6.989991058649504,0.068,0.3652067907364264,259.013,2645.9238939982765,28.373,43.934813883752824,1.309,0.6192891085753084,3.277,7.371585379007693,29555.0,0.0,0.0,0.604,0.073,0.027,7.032,2.59171294706802,47944.955,39387.260505053855,294.259,268.5228703835113,0.9263698630136986,0.34876989869753977,45.253,15.900848750931505,46.54,15.51084781693122,0.131,0.4096815836720025,1.0576923076923077,0.3357142857142857,5.0,0.0,16.895453534728126,11.122,3.9898766898238844,335.6578,206.2331261789919,0.662618447225654
Portfolio_107.csv,31.074,4.141319113519266,1997.291,6.879848762872626,0.073,0.3945516442748655,325.051,2540.5399682742645,26.5,42.97455060847059,1.298,0.6270534267508631,3.42,7.731597506337224,29555.0,0.0,0.0,0.557,0.079,0.024,6.903,2.588743131328406,48339.96,40708.08601787119,316.948,287.9137323852407,0.8038585209003215,0.3605839416058394,45.748,15.78659228586081,46.832,15.521912768727956,0.13,0.3938273733503044,1.1428571428571428,0.4189723320158103,5.0,0.0,18.072526447074445,11.445,3.722764429828995,352.55295,218.19313482875097,0.14076516732813468
